label,text,is_valid
negative,"كان يجب على ""زو ووريورز"" بالتأكيد أن يكون مسلسلاً متحركًا لأنه فيلم يشبه مشاهدة أنيمي قديم على الحامض. يبدأ الفيلم من العدم ، ويطير الناس حول القتال بأجنحة معدنية وأسلحة أخرى غبية حتى تضحي هذه الأميرة بنفسها عشيقها على سحابة أو شيء.إذا كانت هذه الأميرة هي إله أو ملاك هو أبعد مني ولكن قريبا بما فيه الكفاية يأتي هذا الريح الطائر الشرير ويقتلها بينما الرجل مع أجنحة الحلاقة يحارب بعض الشيء الآخر الغامض الله / شيطان / معالج خط المؤامرة هو إما غير موجود أو يصعب للغاية متابعته يجب عليك أن تكون ذكيًا بجنون للحصول على هذا الفيلم. المؤامرة سرعان ما تتبع هذا الإنسان الصيني الذي دعا إليه هذا الإله لمحاربة الشر الطائر ، أميرة تقتل شخصًا سيئًا وقريبًا لدينا رقصة سيئة للغاية Uwe Boll مثل مسرح القتال الكامل مع فنون الدفاع عن النفس الرهيبة على جبل أو شيء. حتى المرئية غريبة قد يقول البعض أنها مذهلة وملونة ولكن أنا ذاهب لأقول أنها ضبابية ورحلة حمضية مثل (نعم هذا هو الكلمة!) ، شاهدت كل من مدبلجة ومع ترجمات وكلاهما كانت سيئة على حد سواء ويصعب فهم .... من أنا تمزح لم أفهم ذلك على الإطلاق. شعرت وكأنني كان يشاهد الحلقة 30 من أنيمي عام 1980 ، وغاب تماما كيف بدأت القصة أو مثل بدأت في قراءة سلسلة هزلية من 5 في عدد 4 لأنه لم يكن لدي أي فكرة كيف بدأ هذا الشيء حيث كان ذاهبا أو كيف سينتهي كنت فقدت يمكن أن أقول بصراحة كان هذا واحدا من أسوأ تجارب الفيلم من أي وقت مضى كان مثل مشاهدة إينو ياشا في الحلقة 134 في حالة سكر ... نعم هذا صحيح أنك لا تعرف ما الذي يحدث بحق الجحيم. الدماغ يحاول معرفة ذلك.",True
negative,"لا تهتم يمكن لبروكسيوتو أن يقطع شوطا طويلا ، ولكن كل ما نحصل عليه هو لحم الخنزير النقي ، وخاصة من دوناواي. المؤامرة هي واحدة من تلك الحلقات سيارة الوفير ... السيارة يرتد إلى آخر وكل شيء يتغير الاتجاه مرة أخرى ، حتى أننا مجرد خدش رؤوسنا يتساءل عما إذا كان هناك مؤامرة من أي وقت مضى. جينا فيليبس في الواقع جيدة ، ولكن من الصعب اللعب من دوناوا المحير بلعب دور ليدي ماكبث الضائع في حساء بطة شقيق ماركس. آه ، الغراب ... الآن هناك ممثل. وهناك القريب الذي يكمن فقط وينام ويبدو شبحيًا. أو دكتور دريد الذي ملأ الكثير من الكآبة والعلاجات التي لا تعمل. أنا واحد من هؤلاء المصاصون الذين لديهم فقط لرؤية فيلم حتى النهاية. Quoth the Raven، ""Nevermore"".",True
negative,لقد وجدت شخصيات متواضعة وقصة غير مثيرة للاهتمام. لم أضطر لقراءة هذا الكتاب (لحسن الحظ) ، أو كانت تجربة مؤلمة. حصلت على تذاكر للمعاينة مجانا لكنه ما زال لا يستحق وقتي ، أو صديقي. أعتقد أن هذه القصة لا تستحق أن تقول. انها مثل القول ان كبار السن لديهم ماض قبل ان يصبحوا كبار السن (لا تمزح). كانت حياة الشخصيات الرئيسية مؤلمة للمشاهدة ، جيل واحد ليس أفضل من الجيل التالي في تجنب الأخطاء الغبية. ومع ذلك ، أعتقد أن الممثلين بذلوا قصارى جهدهم مع قصة عرجاء. لطالما كنت من كبار المعجبين بإلين بيرستين. أنا أكتب هذه المراجعة للتصدي للمراجعات الإيجابية المقدمة ، والتي أقنعتني للأسف لإعطاء هذا الفيلم تجربة.,True
positive,"إن إصدار ما قبل النشر لعام 1933 ""بيبي فيس"" من شأنه أن يقدم مقدمة مثالية لندوة الشركات حول التحرش الجنسي. تقوم ليلي باورز ، التي توجّهها أستاذة في جامعة نيشتز ، بالعيش في حياة من الفضيلة السهلة عند والدها ، وتسلقها صعوداً سريعاً إلى سلم الشركات في مصرف كبير. ولأن كل سلم من سلمه هو مدير تنفيذي مع دماغه تحت حزامه وأخلاقه المقفلة في القبو ، فإن الفيلم ليس له ضحايا ، باستثناء طفولة ليلي ، التي دمرها أب استغلالي مسيء. تشير العلاقة المدمرة مع والدها إلى دافع ليلي الخفي لاستخدام الرجال للتقدم دون اعتبار لمصيرهم. في حين أن ليلي متشائمة وواضحة في نهجها ، فإن الرجال الذين تستهدفهم يخونون الزوجات والخطابات عن طيب خاطر لتداول الوظائف من أجل الحصول على خدمات جنسية. ولعل إخفاقات البنك في ثلاثينيات القرن العشرين كانت أقل بالنسبة إلى الاقتصاد من المديرين التنفيذيين الفاسدين أخلاقياً الذين تصرفهم النساء الطموحات. <br /> <br /> تتحرك المؤامرة بسرعة ، وتتحرك الكاميرا بطريقة مسلية من النافذة إلى النافذة أمام واجهة مبنى المكتب كما يتسلق ليلى أعلى من أي وقت مضى. تنبأ باربرا ستانويك بأدوار صعبة قاسية ، وهي في أفضل شكل هنا. لا تتدخل المشاعر عندما تكون مستعدة لتسلق الدرجة التالية. فقط شريكها الأمريكي من أصل أفريقي ، شيكو ، يتلقى عطف ليلي وثقته وولائه. في أوقات أكثر استنارة ، كان الجمال الطبيعي الجديد لتيريزا هاريس ، الذي يلعب دور شيكو ، قد جعل الرجال يرمون الفراء والفراشات في وجهها. غالبًا ما تظهر ستانويك بشكل مفرط في تركيبها وقساوة بها بالمقارنة مع هاريس. ومع ذلك ، وعلى الرغم من السلوك القوي لستانويك ، والتكتيكات الواضحة ، والواجهة الاصطناعية ، تمكنت من ترك مجموعة من الرجال المخدوعين والمغمسين ، بما في ذلك دوغلاس دومبرل ، ودونالد كوك ، وشاب جون واين. <br /> <br /> النسخة المفضلة من ""بيبي فيس"" هو 76 دقيقة تم ترميمها. تتحول نسخة الإصدار المحررة للفيلم الخجول من الحقائق الصعبة ، التي يعيدها القطع الأطول ويجعلها صريحة. ربما كان داريل زانوك ، الذي كتب القصة تحت اسم مستعار ، ينوي الحصول على درس من خلال اقتباسه من نيتشه ، الذي كانت وجهات نظره حول النساء مثيرة للجدل. ومع ذلك ، على الرغم من محاضرات ألفونس إيتيير والمشورة التي لا تهزمها الحياة ، فإن استيلاء ليلي على السلطة والمال يدين بالمزيد لتربيتها ووالدها أكثر من مرشدها الأستاثي. ومع ذلك ، فإن الفلسفة ليست سوى إلهاء. إن ""بيبي فيس"" قصير ، سريع الخطى ، ومسلٍ ، هو معاصر في أخلاقه كـ ""وول ستريت"". البديل غوردون جيكو عن نيتشه ، وكان ليلي قد أعلنوا أن فلسفتها التوجيهية هي ""الجشع أمر جيد"".",True
negative,بحلول عام 1976 كان الغرب نوعًا منهكًا ، وكان صانعو هذا الفيلم يعرفون ذلك بوضوح. ومع ذلك ، بدلاً من إخماد المشروع وإنقاذه من الاضطرار إلى مشاهدته ، تقدموا وجعلوه على أية حال. على ما يبدو في حاجة إلى خيط مثير للاهتمام لجذب المشاهدين لمشاهدة الفيلم ، قرروا جعله عنيفا بشكل صارخ وغير سار قدر الإمكان. الجحيم ، لقد عملت لـ The Wild Bunch فلماذا لا تعمل هنا؟ وبالطبع ، فإن The Wild Bunch كان يستفيد من نص رائع ، ولكن نص The Last Hard Men هو نوع من القمامة العادية. <br /> <br /> من الصعب معرفة ما جذب Charlton Heston و James Coburn إلى أدوار كل منها. ويلعب هيستون دور رجل قانون متقاعد يلاحق مجموعة من المدانين الهاربين الذين يقودهم خارج عن القانون (كوبيرن). يصبح الصيد أكثر شخصية عندما يتم اختطاف ابنة هيستون (باربرا هيرشي) من قبل المدانين ويتعرضون للتدهور الجنسي. <br /> <br /> هذا فيلم متعطش للدماء وفي الحقيقة في كل مرة يموت فيها شخص ما يتم عرضه في أعلى التفاصيل. إنه أمر مخيّب للآمال بشكل كبير حقًا ، نظرًا لأن الإقران النجم يبدو وكأنه احتمال مريب. لا يوجد شعور بالسرعة أو الإلحاح في الفيلم أيضا. يستغرق الخلود إلى الأبد ، ولكن عندما يأتي العمل في النهاية فإنه يشوبها التركيز على القبح. الكل في الكل ، قد يكون هذا أسوأ فيلم حققه هستون على الإطلاق. أنا متأكد من أنه أحد الإنتاجات التي لا يرغب في تضمينها في سيرته الذاتية اللامعة.,True
negative,"آمل أن كل من أدار هؤلاء الخاسرين على لهجاتهم أُطلق. النقاط العالية الوحيدة هي عدد قليل من الشخصيات الداعمة ، 3 من 5 من المفضلين الذين قُتلوا في نهاية الموسم (وكان أحدهم قطة ، لوضع ذلك في منظور). <br /> <br / > القصة بأكملها تتمحور حول الجنس ، ولا شيء آخر. الجنس مع مصاصي الدماء ، الجنس مثلي الجنس مع مصاصي الدماء مثلي الجنس ، ومثلي الجنس الجنس مع مصاصي الدماء على التوالي ، والجنس ليسجل دماء الدماء ، الجنس بعد شرب دماء الدماء ، الجنس أمام مصاصي الدماء ، الجنس مصاصي الدماء ، الجنس غير مصاصي الدماء ، الجنس لأننا خائفون من مصاصي الدماء والجنس لأننا غاضبون من مصاصي الدماء والجنس لأننا أصبحنا مصاص دماء ، وما إلى ذلك. <br /> <br /> لا شيء ضد الجنس ، سيكون من اللطيف أن يكون أكثر لطفا مع أن يتخلل القصة . ربما يكون هناك قصة ثم يهز بعض الجنس في ذلك. لكنهم لم يكلفوا أنفسهم عناء فعل ذلك ... وآنا بكوين هي عاهرة مفاجئة. إما أن تمتص أو تمتص شخصيتها ، لا أستطيع معرفة أي جزء آخر من القصة التي أجده غير قابل للتصديق هو السبب في أن مصاص الدماء البالغ من العمر 150 عامًا الذي يبدو أنه يملك أشياءً مشتركة معه مهتم بشخص مثل سوكي. انها تحلق باستمرار من المقبض في وجهه لأشياء لا يستطيع السيطرة عليها. يغادر لمدة يومين ، وتقرر بالفعل أنه ""لن يعود"" وفجأة لديه مشاعر لرجل الكلب؟ أعطني إستراحة. انها من المفترض أن تكون امرأة تبلغ من العمر 25 عاما ، وليس فتاة تبلغ من العمر 14 عاما. الناس المقربون منها يموتون في كل مكان ، ولديها ابتسامة ألمع على وجهها لأنها أعطت بطاقة V-Card لبعض المتأنق لأنها لا تستطيع قراءة رأيها؟ وبصفتي الشخصية الرئيسية للقصة ، كنت آمل أن يؤدي العرض أكثر من ذلك بقليل ليجعلها مفهومة وشخصًا يستثمر اهتمامك به ، وليس شخصًا ما تحافظ عليه سراً إذا ما تم قتله أو وضعه في غيبوبة. لا أستطيع العثور على أي شيء عن شخصيتها التي أحبها ، وحتى حقيقة أنها قادرة على قراءة العقول غير ملحوظة بشكل مثير للإعجاب وليس أقلها إثارة للاهتمام. <br /> <br /> لن أضيع وقتي في مشاهدة الموسم 2 تعال يونيو.",True
negative,"لمراجعة هذا الفيلم ، لا بد لي من أن أشير إلى هذا المشهد الذي لا ينسى في فيلم ""Pulp Fiction"" (1994) عندما كان جول وفنسنت يتحدثان عن ميا والاس وماذا تفعل من أجل لقمة العيش. جولس يخبر فنسنت أن ""الشيء الوحيد الذي كانت جديرة به هو الطيار"". يسأل فينسنت ""ما الجحيم هو طيار؟"" ويذهب جولز إلى وصف جيد لما يقوله الطيار التلفزيوني: ""حسناً ، الطريقة التي يقدمون بها العروض هي ، أنهم يقدمون عرضًا واحدًا. هذا البرنامج يدعى"" طيارًا "". ثم يعرضون هذا العرض للأشخاص الذين يصنعون العروض ، وعلى قوة هذا العرض ، يقررون ما إذا كانوا سيقدمون المزيد من العروض ، حيث يتم اختيار بعض الطيارين ليصبحوا برامج تلفزيونية ، والبعض الآخر لا يصير شيئًا ، فقد لعبت دور البطولة في واحدة من تلك التي لم تصبح شيئًا. الآن لتمتد على ما كان يتحدث عنه جولز ، هناك مليارات من البرامج التلفزيونية / الطيارين التي لم يتم بثها أبداً لأنها ببساطة لم تكن جيدة ، جيدة. من المحتمل أن يكون الطيار الأشد سمعة الذي يتبادر إلى ذهنه هو ""W * A * L * T * E * R"" ، وهو ""Spin-off"" إلى ""M * A * S * H"" مع ""Gary"" Radar ""Burghoff"". هممم ، هل سيريد شخص ما حقا أن يشاهد رادار لمدة نصف ساعة يحاول حل الجرائم؟ ومن ثم ، لم يتم التقاط البرنامج. ما لا يعرفه كثير من الناس (أو ما ظنوا أنهم يعلمون) هو أن الطيارين نادرا ما يتم عرضهم على الهواء ، لأنهم صنعوا بشكل صارم لشبكات التلفزيون ليقرروا. جعل بعضهم طريقهم إلى الماضي وحصلوا على الهواء (يتبادر إلى الذهن الطيار لمسلسل الرسوم المتحركة ""American Dad"" ، حيث لم يبدأ المسلسل نفسه إلا بعد أربعة أشهر تقريبًا. يجب أن يفرح جميع الطيارين على الإطلاق ، وهذا هو السبب في ذلك. <br /> <br /> ""بلاك بارت"" ، وهو ارتباط مقنع مع كلاسيكي الملوك الكوميدي ميل بروكس ، ""Blazing Saddles"" ، هو قديم ""المسرحية الهزلية"" مع القليل من القلب والروح. ""السروج"" كانت كوميديا ​​مثيرة للجدل ، ومع ذلك ، مع الفكاهة العنصرية والكوميديا ​​المبتذلة ، التي تتبادر إلى الذهن ""ما أحمق قرر هذا من شأنه أن يجعل برنامج تلفزيوني رائع للتلفزيون PRIME TIME؟ ""أنا أقول"" من المفترض ""، لأن أيا من الشخصيات لا تنسى من الفيلم ، وبصرف النظر عن بارت ، في هذه الفوضى من برنامج تلفزيوني. ميل بروكس لم يكن حتى تشارك في إنتاج المسلسل وكان هذا أول خطأ في طابور طويل (في قصة ذات صلة ، اكتشفت مؤخرًا تجربة طيار تلفزيوني غير مرتبط بسلسلة مبنية على فيلم ""Clerks."" لم يشترك فين سميث في .... ترى ما يحدث؟!؟). <br /> <br /> ضع في مكان ما في نفس الوقت تقريباً مثل الفيلم (أو على الإطلاق) ، دائرة القصص حول شريف الأسود الوحيد في الغرب المتوحش ، سمي على نحو مناسب ""أسود"" بارت ، الذي لعبت هذه المرة من قبل الفائز بجائزة الأوسكار في المستقبل لويس جوسيت الابن ، من الواضح أنه قبل عمله في التمثيل ""الحقيقي"" ، في حين أنه يلعب في ""ريتشاردز"" ريتشارد بريور. معظم الشخصيات الأخرى هي نسخ من الكربون (إن لم يكن ، سيئاً للغاية) من الشخصيات في الفيلم: جيم ، تم استبدال The Waco Kid بشخصية مشابهة تدعى Reb Jordan ، وهو جندي سابق في الكونفدرالية وسريع مع البندقية. ليليان فون شتوب هي الآن بيل بوزر ، وهو أكثر تهافتًا على الشخصية كونها راقصة عرض وألمانية ذات طابع وشخصية مارلين ديتريش. في حين أن هذا إلى حد كبير نهاية التشابهات ، فإن ""الرجل السيئ"" الرئيسي في القصة هو فيرن مالاجا ، الذي يلعبه نوبل ويلينجهام ، الذي افترضت أنه سيكون هيدلي لامار إذا ضمنت وارنر بروس الحقوق إلى الاسم (انظر التوافه من أجل ""المحترقة السروج"") وابنه Curley ... أنا dunno ، Taggart أفترض؟ القصة هي ذريعة سيئة لمسلسل ، ناهيك عن الطيار. يتعامل بارت مع ابن رئيس البلدية المخمور وهو سلوك خارج عن السيطرة مما دفع المدينة إلى الدوران. حقا ، إنها قصة تحاول تقديم جميع الشخصيات في ""السلسلة"" ولا تركز على التنوع والسياق الذي من شأنه أن يجعل هذا العرض ""على ما يرام"". لا أستطيع حقا أن أسميها بالمسلسل الهزلي (وحتى لو أردت ذلك) ، وهذا في المقام الأول حقيقة أنه تم تصويره على خلفية الأحداث في استوديوهات وارنر بروسز وأضاف لاحقا مسار الضحك ، لذلك تم إعداد البرنامج تماما تقريبا مثل "" M * A * S * H ​​""(كاملة مع"" الضحك البليد والممهل ""الذي يتطابق مع السلسلة). التمثيل متواضع ، لكن هناك جزء واحد يجعلني أضحك دائماً ، وهذا عندما يبدو الممثل الذي يلعب ريب جوردان ينسى خطوطه ويحاول من الصعب تذكره بينما يحاول إفساد جزء من الحوار. HA! السيناريو هو مملة إلى حد ما ومحاولات لجعل العنصرية أكثر روحية مما كانت عليه في الفيلم (من المدهش أنهم يستخدمون كلمة ""N *** er"" عددًا كبيرًا من المرات خلال حلقة مدتها 22 دقيقة ، بدلاً من أن تكون حساسة لفترة زمنية وحتى اليوم) ويتكرر الأمر. <br /> <br /> إذا كنت قد تلقيت يدك على هذا الجزء غير المرئي من sssss ... سلبيًا مثيرًا للاهتمام ، فاشاهده فقط من أجل الشعور بمشاهدة الطيارين (إنه في طبعة جامع ""Blazing Saddles"" ، الله يعلم السبب). هناك ، بنفسك الحصول على فرصة مباشرة لسبب لماذا العديد من الطيارين التعادل في الفيلم أبدا الهواء.",True
negative,"لا أحب أن أعلق على فيلم جيد ، ولكن عندما يتعلق الأمر بفيلم سيء ، يجب أن أكون جاهزًا للغاية. بالحديث عن فيفاه ، يبدو أن هذا الرجل ، سوراج بادجاتيا ، قد فقدها تماماً. بعد نجاح Hum Aapke Hain Kaun ، كان يعتقد أنه يستطيع كسب المال من خلال مقاطع فيديو الزفاف المضحكة. إن فيفاه جبني لدرجة أن بداياتي تركت جوهارز وتشوبراس وراءهما. <br /> <br /> لم يكن هناك لحظة واحدة خلال الفيلم حيث يمكنني قول ""أوه! على الأقل هذا الشيء جيد. Aloknath يفعل كليشيهات في دور والد الفتاة ، شهيد كابور تبدو الدهون وشاهروخيد ، أمريتا راو كارثة أخرى بالإضافة إلى مجموعات قبيحة المظهر ، الأزياء السيئة ، قصة مبتذلة ، زوجة الأب الوحشية ، الممثلين الذين يحاولون العمل بجهد ، الموسيقى الخلفية النكهة ، الموسيقى التصويرية الرخيصة. <br /> <br /> الآن المفسد ، أنا أحذرك يا رفاق أنه كما يحدث في جميع أفلامه الأخرى ، بعد أن ينتهي فيلم الحوادث الكاريدية بملاحظة سعيدة.",True
positive,قبل فقد كل شيء يظهر على شاشة التلفزيون كان متوقعا. هل يمكن أن نتوقع من الذي سيموت أو من سيجد شيئا ، ولكن في Lost لا يمكن التنبؤ بأي شيء. كل شيء كان مذهلاً بشكل مدهش وكان غموضًا ليس لأنه يحتوي على الكثير من الأسرار ولكن لأنه لم يكن هناك شيء مثله قبل أن يكون كل شيء رائعًا جدًا. أنا حرفيا أصبح مدمنا عليه. LOST هو عمل فني كلاسيكي. يعطيك شيء نتطلع إليه كل أسبوع. إنها عبقرية. المناطق المحيطة رائعة أنها هادئة ودافئة على الشاطئ ومخيفة جداً في الأدغال. الشخصيات هي عمل عبقري كل واحد منهم وخاصة تلك الموجودة بالفعل في الجزيرة. المنبوذون هم دراماتيكيون للغاية ، ولكن لا يمكننا أبدا التنبؤ بوفياتهم لأن لديهم الكثير والكثير ليقولوه ، ولديهم أسرار تؤثر على المنبوذين الآخرين الذين يموتون معهم.,True
positive,"جبيل يقذف على قدميها من قبل صاحب مزرعة الشاي المليونير في لندن ، وسرعان ما يجد نفسه متزوجا ويعيش معه في فيلته في سيلان البريطانية. على الرغم من استناد كتاب روبرت ستانديش إلى هذا الكتاب ، إلا أن هذا الإعداد الأولي يذكرنا بشكل كبير بـ ""ريبيكا"" ل Hitchock ، حيث تتصادم السيدة الرائدة إليزابيث تايلور مع رئيس الموظفين الفخم في القصر و (على الفور تقريبا) زوجها ، الذي لا يزال تحت الإبهام من والده المتوفى ، ولكن المهيمنة. تايلور ، بديلة في اللحظة الأخيرة لفيلين ليي المريضة ، تبدو سلسة في خزانة ملابسها الراقية ، وأدائها قوي جدا. ومع ذلك ، عندما يبدأ الزوج بيتر فينش في شرب أوامر شديدة ونباحا في وجهها ، قد يظن المرء أن تفانيه له ماسوشي (هذا الشعور يعوق النهاية كذلك). ومع ذلك ، يقدم الفيلم الكثير من الهواية لعشاق الصابون: الدراما الرومانسية ، وقليل من الرحلات ، والرقص التفسيرية ، وتدافع الأفيال ، وتفشي الكوليرا في الوقت المناسب تماما! *** من عند ****",True
negative,يبدو واضحا من هذا التكيف أنه لم يفعل ذلك. لم يترك هو فقط المؤامرة خلفه ، هو صنع ه خاصّة! الأشياء التي اختار أن يغادرها كانت غير معقولة إلى حد كبير لدرجة أنني كنت سعيدًا بأنه اختار ترك بعض الأجزاء الأكثر أهمية في الرواية. كانت المؤامرة ضبابية وغير متسقة ومقلوبة على أقل تقدير. لا أريد أن أقول أي شيء حيوي حول الممثلين ، لكنهم لا يستطيعون التصرف! ديكنز صعب بالطبع ، لكن هذا مثير للشفقة! لم يكن Micawber أكثر من كرامي في منتصف القرن التاسع عشر ، وكلما قلت عن Betsy Trotwood كان ذلك أفضل! إذا كنت تريد أن ترى كوبرفيلد الحقيقي ، شاهد تألق بي بي سي الرائع لعام 1999. بالنسبة إلى كاتب السيناريو ، أعتقد أنه قرأ ملاحظات Cliff!,True
negative,"هناك العديد من الإصدارات المختلفة لهذه العائمة ، لذا تأكد من تحديد موقع أحد النسخ غير المصنفة ، وإلا فربما يكون بعض المشاهد ومشاهدًا واحدًا من العري مفقودًا. بعض الإصدارات أيضًا تحذف معظم تسلسلات الفتح وغيرها من البتات هنا وهناك. يحتوي المقطع الذي رأيته على العنوان على الشاشة WITCHCRAFT: EVIL ENCOUNTERS وتم إصداره بواسطة برنامج Shriek الذي يحتفظ بعنوان الإصدار الأصلي الأمريكي WITCHERY لإصدار DVD. إنها طبعة جميلة المظهر ويبدو أنها تحتوي على كل اللقطات ، ولكن لديها بعض مشكلات نسبة القصور / العرض. في إيطاليا ، تم إصداره كـ LA CASA 4 (WITCHCRAFT). كانت الأولين النشرات LA CASA في الواقع أول فيلمين الميت الشر (تغير اسمه) وكان ثالث LA CASA فيلم آخر من نفس شركة الإنتاج (Filmirage)، الذي اشتهر هنا في أمريكا، وGHOSTHOUSE. لجعل الأمور أكثر مربكة، وأطلق سراح شعوذة أيضا في أماكن أخرى GHOSTHOUSE 2. إلا في ألمانيا، حيث GHOSTHOUSE 2 هو في الواقع THE الغول: DEMONS 3. OK، أنا أفضل فقط يصمت الآن. لقد بدأت أخلط بين نفسي! <br /> <br /> وبغض النظر عن العنوان ، فإن هذا جهد رعوب ناجح للغاية أو ضائع. بعض من هو جيد ، وبعضها ليس كذلك. كنت في الواقع في هذا الفيلم في النصف الأول أو نحو ذلك ، ولكن في النهاية أصبحت فوضى لا معنى لها. يقع الفندق الكبير الشاغر على جزيرة تبعد حوالي 50 ميلاً عن مدينة بوسطن ، وهو المكان الذي يتم فيه اختيار أشخاص مختلفين من قبل ساحرة تتحدث الألمانية (Hildegard Knef). مصور غاري (ديفيد هاسلهوف)، الذي يريد لالتقاط ""الساحرة الضوء""، وله عذري الكاتب صديقة (ليزلي كومينغ)، الذي يدرس السحر، والتسكع حتى في الفندق من دون إذن. على طول يأتي وكيل العقارات جيري (ريك Farnsworth) ، الذي يعرض الممتلكات إلى المشترين المحتملين روز (آني روس) وفريدي (روبرت شامباني) بروكس. أيضا وضع علامات على طول هم أطفالهم. ابنة نامية حاملة جين (ليندا بلير) وابن صغير جدا تومي (مايكل مانشيستر) ، فضلا عن المهندس المعماري المتقن ليندا سوليفان (زوجة كاثرين هيكلاند - هاسلهوف في ذلك الوقت). عندما يكون الجميع في الداخل ، يقتل سائق القارب (معلق) ويختفي القارب ، لذلك يجدون أنفسهم محاصرين وأساسا تحت رحمة ""السيدة في الأسود"". <br /> <br /> إذن ماذا يمكن أن تتوقع تجد هنا؟ الكثير من غير الساذج! واحدة من الشخصيات قد شفقت شفاهها مخيط ومن ثم علقت رأسا على عقب في الموقد وبطء عن طريق المحمص بطيئة من قبل بقية المدلى بها. وهناك أيضا صلبه، والسحرة يأكل طفلا ميتا، وسمك أبو سيف من خلال الرأس، وشخص ضعت على النار، وحيازة أو شريط مسجل شارع سمسم، العذراء الحصول على اغتصاب من قبل بعض شيطان، والرجال الأوردة المنتفخة وتنفجر بفضل الوخزات دمية الفودو وبعض الاشياء الاخرى. من وجهة النظر الفنية ، إنه فيلم جميل المظهر مع تصوير سينمائي جيد ، درجة محترمة وتأثيرات جيدة في عالم الغيب. إعداد الفندق / الجزيرة أيضا لطيفة جداً. بلير (ولا سيما في النهاية) وروس كلاهما يبدو وكأنه يلهون و Knef رائع كالساحرة الشريرة. على الرغم من أن الناس يحبون السخرية هاسلهوف في هذه الأيام، وقال انه ليست سيئة في دوره أيضا. <br /> <br /> وعلى الجانب السلبي، على الرغم من كل جور، والفيلم يبدو ممل نوعا ما وأنها تحصل على رتابة بعد حوالي ساعة . المواضيع الخارقة للطبيعة مشوشة ومربكة أيضًا. عندما يتم اجتاحت الأحرف في السحرة مخبأ للتعذيب والقتل، قرر صناع السينما غير حكيم إلى فرض الجهات يصرخ على بعض سخيفة تبحث تأثير دوامة دوامة الحمراء التي تبدو جبني أعلى درجة. وعبّارة الساحرة نفسها شاغرة ومصممة بثمن رخيص مع خشب غير منتهي. وعلى الرغم من أن معظم الممثلين لائقون على الأقل ، إلا أن بعض العروض (خاصة ""الممثلة"" التي تلعب دور صديقة هاسيلهوف والطفل) سيئة للغاية لدرجة أنها تشتت انتباههم باستمرار.",True
