text,label
لا احنا نتبع نظام مختلط بين الراسماليه والاشتراكيه,Positive
لا استطيع اللهم ارزقنا العافيه وشكر نعمتك,Positive
لا اله الا الله محمد رسول الله,Positive
لا بقلو بيضه حكي فارط نحن الاردنيه ما حد بيطلع معنا براس,Negative
لا تتهاون بحجاب زوجتك  فهناك رجال في الطرقات في قلوبهم مرض يتمتعون بالنظر لنساء,Negative
"لا تحاول لفت انتباه احد , ان لم تكن ملفت بالفطره ستبدو احمقا بالتظاهر",Negative
لا تحزن الدنيا ما فيها اشي تحزن عليه,Positive
لا تحزن ان الله معك,Positive
لا تحزن على دنا فانيه بل احزن على اخره باقيه,Positive
"لا تخسر قيمتك بكلمه، ولا تفقد احترامك بزله، ولا تجعل همك في الدنيا هو حب الناس لك،فالناس قلوبهم متقلبه قد تحبك اليوم و تكرهك غدا",Positive
لا تعليق,Negative
لا تفهمي غلط حبيبتي,Negative
لا تقنتوا من رحمه الله فهي وسعت كل شيء مهما عصينا فلنا رب كبير رحيم ورحمن,Positive
"لا تياسوا من روح الله، الله تعالى لا يعجزه شيء، فكم من مريض شفاه، وكم من فقير اغناه، وكم من مشرف على الهلاك نجاه، وكم من ضال هداه",Positive
لا حول ولا قوه الا بالله اذا اخذ ما اوهب اسقط ما اوجب,Negative
لا حول ولا قوه الا بالله العظيم  لم اكن اعلم ان نسبه ذكاء العرب منخفضه جدا الى هذا الحد,Negative
لا حول ولا قوه الا بالله ليش الحرج هدا,Negative
لا ربنا يرحمنا برحمته,Positive
لا شو انا مسخره كلكو خنازير,Negative
لا طبعا التقرب الى الله هو خير علاج للحالات النفسيه,Positive
لا عنجد زلمه شكلو بخوف,Negative
لا كرامه في الحب والغرام,Positive
لا للمفاعل داخل الاردن,Negative
لا محاله اول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهره,Negative
لا مش فاهماك,Negative
لا مو حقودين ولا شي,Negative
لا مو حلو و بخزي,Negative
لا نووي ولا صوبه بواري كالعاده نصبه جديده,Negative
لا هديله بالجزمه طبعا,Negative
لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصه حراميه,Negative
لا والله ما بلسه يع,Negative
لا والله ماهم اللي مسخره انا اللي مسخره اللي تفرجت عليهم,Negative
لا وحده مع القران هو انيسي ام الغرام فلا احتاجه مطلقا,Positive
لا ياس مع الحياه,Positive
لا ياعزيزتي انا عايشه بالمحكمه واشوف تسلط وظلم كبير من اشباه الرجال بس بالنهايه المظلومه تجد من ينتصر لها وبكل هدوء بدون افلام,Negative
لا يشكي قله المال لكنه يشكو امانه الرجال,Positive
لا يعني الغبي يدري انه كاتب اسمها بالورقه مايبيلها ذكاء ترى,Negative
لا يغير الله ما بقوم حتى يغيروا ما بانفسهم,Positive
لا يوجد كفائات بالاردن قادره على اداره هكذا مشروع,Negative
"لاتتحدث بقوتك امام ضعيف ، و لا بسعادتك امام حزين ، و لا بمالك امام فقير، زن كلامك و راع شعور الاخرين",Negative
لاتحزن فان الحسنه بعشره امثالها الى سبعمائه ضعف الى اضعاف كثيره و السيئه بمثلها الا ان يعفو ربك يتجاوز فكم لله من كرم ما سمع مثله و من جود لا يقاربه جود,Positive
لاتنساني من دعائك الصالح شيخنا,Positive
لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزه اللهواني من الاردن,Negative
لازم كل واحد فينا يفكر بشكل ايجابي يبعد عنه السلبيات,Positive
لازم يحكم عليهم بالسجن,Negative
لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني,Negative
لان ديانا كرزون البغله الاردنيه لا تستحق ذلك,Negative
لان ما بعتقد انو في هالقد عاهات ما بيعرفوا انو صوتهم نشاز لانو كتيير نشاز وازا في رح تكون حالات استثنائيه مو بهاد الكم الكبير,Negative
لانه النووي ضرره علينا اكتر بكتير من فوائده,Negative
لانهم يمكن يكونو قاهرينك,Negative
لبنان وزبالتوا,Negative
لتصل الى القمه لا تلتفت الى مغريات الطريق,Positive
لجنه تافهه,Negative
لجنه حكم ماعندها ذره احترام,Negative
لجنه زباله من اذا بفهمو بالفن خاصه ابو النظارات اللي مش موجود بالفيديو,Negative
لجنه فاشله تتمسخر على المتقدمين,Negative
لدى الاردن مؤهلات عظيمه لاستغلال الطاقه الشمسيه وطاقه الرياح وطاقه باطن الارض والوقود الحيوي. وكلها طاقه امنه ونظيفه ومتجدده.,Positive
لست الافضل لكن لي اسلوبي ساظل دائما اتقبل راي الناقد الحاسد,Positive
لسنا مجبرين على تبرير المواقف لمن يسىء الظن بنا من يعرفنا جيدا يفهمنا جيدا فالعين تكذب نفسها ان احبّت ,Positive
لعن الله المتشبهين من الرجال للنساء,Negative
لعنكم الله جهنم وبئس المصير ايها العازفون,Negative
لقد اتحفتمونا بلجوكم لجيبتنا التي انفجرت بفضلكم الفاسدين يتنعمون باموالنا فهل اصبح فاسدا لاعيش,Negative
لقد اسمعت لو ناديت حيا.. ولكن لا حياه لمن تنادي ولو نارا نفخت بها اضاءت .ولكن انت تنفخ في الرماد ,Negative
لك كلك ذوق حكمه,Positive
لكل مجتهد نصيب ... من لديه هدف ويثابر عليه حتما بعد امر الله سوف يصل,Positive
لكن للاسف عنا كلمه معاق في الحياه العامه في الاردن تستخدم للتعبير عن الشخص الغبي علشان هيك انا قلت ذوي الاحتياجات الخاصه افضل,Negative
لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه,Negative
للاسف اصبحنا غرباء في اوطاننا اصبح الوطن وكانه ليس لنا اصبح الوطن ملك خاص لتاجرين والمتنفذين,Negative
للاسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصاديه ولكن الاردن لا يمتلك موارد ماليه وهذا يعني الحاجه لشريك اجنبي كما اعلنت هيئه الطاقه يملك غالبيه الاسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك للاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل,Negative
للاسف لسا في مدارس بتخلخل عظام الطلاب من البرد عن مدارس قرى الاْردن و المناطق الشعبيه عّم بحكي,Negative
للبرنامج التافه الي يسمح لهذا الشي,Negative
لله يحرق قلبك يبشار,Negative
للهم اعنا على ادراك هذا المعنى العظيم يا رب,Positive
للهم املا قلبي بحبك وحب نبيك وحب كل عمل يقربني الي حبك,Positive
للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات,Negative
للي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الاردن المنطقه اللي حولها لان الفساد الموجود بالاردن مش موجود بدوله اخرى هذا يعني ان الفاسدين رايحين يسمسروا يلهفوا لما يوصلوا اشكل مفاعل للاردن ناسين ان المفاعل يحتاج الى بحر ماء للتبريد نحن لانملك ماء للشرب ناسين ان التطور يكون بمشاركه الجميع ليس بقرار فردي ناسين ان الذي اقر المفاعل هو المحتكر الاول هيئه الطاقه ان شاغرها بقي معلق اثناء فتره تسلم طوقان وزاره التربيه والتعليم لدول المتقدمه بدات تبحث عن بدائل للمفاعلات نحن بنشتري الخربان منهم مشان التقدم بلدنا بفضل الله لديها طاقه الرياح طاقه الشمس لماذا لا يتم استغلالها بدل المفاعل النووي طالما اكلنا معظمه فاسد غير صالح بسبب الجشع الطمع الفساد,Negative
لما اجد فيها الا الجراح,Negative
لما تكثر عليا الالتزامات يصير كل اللي نفسي اسويه استلقي على ظهري واسولف للسماء,Negative
لن تموت نفس حتى تستكمل رزقها اجلها,Positive
لن يقفل باب مدينتنا فانا ذاهبه لاصلي سادق على الابواب و سافتحها الابواب و ستغسل يا نهر الاردن وجهي بمياه قدسيه و ستمحو يا نهر الاردن اثار القدم الهمجيه,Positive
لنفترض جدلا ان لا اضرار صحيه بيئيه سينتج عن بناء مفاعلات نوويه سلميه دعونا نفكر في الكلفه من حيث اولا: كلفه بناء عاليه جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمه  ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويله مما يزيد كلفه الطاقه ليس العكس ناهيك عن حصول اي اخطاء مفترضه مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافيه للتبريد رابعا:من حق المواطنين اصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا بنفس الوقت نستطيع الحصول على نفس كميه الطاقه من الصخر الزيتي الذي نمتلك منه احتياطي هائل من الغاز الطبيعي المؤمل مستقبلا من الطاقه الشمسيه من طاقه الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافيه,Negative
لهل درجه في متخلفين في الوطن العربي؟؟؟؟؟؟,Negative
لهم صارو يبيعو يشترو في البلد متل ما بدهم,Negative
لو اغلقت الابواب في وجهك واظلمت الدنيا  خنقتك الدموع و ضاقت بك الارض استحضر معنى اسم الله الفتاح القادر سبحانه قادر على فتح ما انغلق من امرك,Positive
لو حد يا جماعه يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو,Negative
لو سمحت لا تقول اخبار مغلوطه ولا ابعطيك انفولو جيب رابط الخبر وبلاش تصرف من راسك,Negative
لو طلعتي من الاردن وين تروحي,Negative
لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر,Negative
لو كان للحب رائحه .. لكانت رائحه القهوه في يوم ممطر,Positive
لو نريد الخشوع حقا نطلق الدنيا,Positive
لو يبطلو سرقه بهالخزينه الله الشعب ليعيش لكو ارحمونا حرام عليكم,Negative
لو يدرس في جامعات مصر او الاردن يعرف الدراسه والعلم الحقيقي وهناك اللي يقدرون نسبته وتفوقه,Positive
لو يطلع عليهم  بفضحو عرضهم كلهم,Negative
لوين ندكم توصلونا الله هموم المصاريف قتلت الصغير قبل الكبير الله ياخذ حقنا منكم لا يباركلكم,Negative
لى جماعه الاخوان الخسيسه كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين,Negative
ليت بعض الذكريات ينعمل لها فورمات ,Negative
ليت كل ايام السنه رمضان,Positive
ليتنا نستطيع الابتسامه في الاوقات المؤلمه,Positive
ليس هناك شخص معاق بل هناك مجتمع يعيق,Negative
ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل,Negative
ليش تتضحكو مش حلو,Negative
ليش ما نتعلم من الي صار في اليابان  وروسيا  المانيا الغت نظرتها في بناء مفاعلات نوويه استخدام الطاقه البديله,Negative
ليش محشورين على بعض كذا خلصت الطاولات مالقو الا الطاوله الخايسه,Negative
ليش معصب يا عدوله,Negative
ليش هيك معجبين على الاردني,Negative
ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب,Negative
ما اثقل دمك ما اغباك,Negative
ما اجمل الاخاء,Positive
ما اجمل الحياه برضى الله,Positive
ما اجمل الصبر الاصرار,Positive
ما اجمل الكلام والاروع ان نطبقه,Positive
ما اجمل الوفاء,Positive
ما اجمل ديننا الاسلامي,Positive
ما اجمل من مثل هذا الحُب الصادق الشفا,Negative
ما احسنهم الله يكون معهم,Positive
ما احقر الاصدقاء حينما يصبحون غرباء فجاه,Negative
ما احلى الوجود بقرب الله,Positive
ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله,Positive
ما اروع برنامج الطريق الى الله,Positive
ما اروعهم,Positive
ما ازنخ منك الى هاي اللينكات اللي بتسم البدن بتتعب يعني لما توخد الصوره وتنزلها تنزيل عادي,Negative
ما ازنخك انت مقالاتك,Negative
ما اسخفك,Negative
ما اضيق العيش لولا فسحه الامل  الحمد لله,Positive
ما اقسى غربه الروح,Negative
ما الزه شكله بشهي بدييييي,Positive
ما انا شطبت,Negative
ما بتحبو حد,Negative
ما بدي غير 10 يعملو لايك للبيج,Negative
"ما بقى للسحيجه اشي يسترزقوا منه ،فضائح شركه الولاء وموارد والفوسفات والفساد عادت الى الواجهه .",Negative
ما بكره حد قدك,Negative
ما حد بيتحكم فيي,Negative
ما سال لله الهادي الخالق,Positive
ما شاء الله ... ونعم التعليم في الاردن .... ابدعوا الشباب !!!,Positive
ما شاء الله العطله ماثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسه كل واحد بكشر من جهه,Negative
ما شاء الله الله يثبتك,Positive
ما شاء الله جميله جدا,Positive
ما شاء الله على هلتفائل الي عنده,Positive
ما شاء الله والله انها امر متل الكرتون,Negative
ما عندهم هو قله احترام للمشتركين وفله ادب تجاه المشاهدين,Negative
ما في احلى من التفائل الواحد بعيش مرتاح,Positive
ما في احلى من الفرح,Positive
ما في احلى من انه الواحد يوكل وينام,Positive
ما في داعي لمصايب جديده للبشر وللبيئه,Negative
ما فيها شك,Positive
ما هيك بيقولوا للاسف ما عجبت حدا انت جاهل يا هذا ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله انت غبي يا صاحبل هذا البوست لا تفقه شيئا من العلم الدين انت هيك تبين انك في قمه الجهل العار قل كلاما جيدا محببا لا تتلفظ بالكلام السيئ انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا اولي الالباب,Negative
ما يستحون هم جايين لو انا منهم اروح اقشر بصل,Negative
مابتحكي معه هيك انزلع لاعاد اشووفك جلطتني,Negative
مات في القريه قردا فاسترحنا من اذاه خلف الملعون عجوزا فاق في الخرف اباه,Negative
ماجمل الحب الاخوه في الله ان نخاف على بعضنا حتى في علاقتنا مع ربنا شئ رائع جدا,Positive
ماخاب من دعا الى الله,Positive
ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار,Positive
ماشي هسا انا صرت وله طيب في حدا بيشبهك كتتير,Negative
ماعندك شرف,Negative
مافى اجمل من قوله يارب ومن يتجه الى الله عز وجل لن يتركه الله ابدا,Positive
ماكرمك يا ربي يا كريم,Positive
ماكل روح الخل,Negative
مالك دين مثل الكلاب الضاله الا اقولك مثل مومسات عاهرات المراقص عندكن,Negative
مالكيش حظ فـي اصحابك ولا اهلك,Negative
مالكيش ف الطيب نصيب,Negative
مايستحون,Negative
مبارك الفوز,Positive
مبرد وجوهكم,Negative
مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله,Negative
متخافش يامؤمن قول يارب وحب ربك ده هو اللى خلق النعمه اللى انت متعلق بيها يعنى هو اعظم من النعمه دى وانت عارف كده,Positive
متسمم فكره الولد وصارت حالته صعبه يا حنين انت,Negative
متفقين معهم البرنامج خايس,Negative
متهور وكذاب,Negative
متى رح نشوف صحفيين يكشفوا فضائح الفساد وما يخافوا من اي جهه,Negative
متى يجي عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك,Negative
مثال جميل جدا عبره لكل من يحمل رساله الاسلام,Positive
مثل الاميره من حواليها حرس تمشي دلع و من الترف متعاليه ما كل خيال يروض له فرس مهره اصيله من حلاها غاليه,Positive
مجانين احد يضحك عليك وانتم قدامه وتكمل,Negative
مجانين العرب,Negative
مجنون صوتها انا,Negative
محششين خخخخ,Negative
محظوظه هي تلك الفتاه التي سانقل ملابسي من غساله امي الى غسالتها,Positive
مخالفات السير اصبحت تشكل عبئ اقتصادي على المواطن ,Negative
مرره دلوع,Negative
مزعج الي كثييير,Negative
مساكين ها البشر,Negative
مستحيل اثق بذوق حدا ما بحب يسمع لام كلثوم,Negative
مسخره والله,Negative
مسوي انه مندهش,Negative
مش النووي ان صار وما اظنش اسرائيل تسمح باقامته بهالسهوله هو اللي بيعني انو نحن متطورين او متقدمين,Negative
مش باين منيح ليش عم تكذبو,Negative
مش شايف العالم مش ملاقيه الخبز كل واحد بشتغل على سياره رح يوكل هوا بارتفاع المحروقات الاكل الشرب رح يرتفع,Negative
مش طبيعي سماكه الدم شو ها عدوله خرب المفطع لشو المبالغه والاوفر يعني,Negative
مش عاجبو الوضع الي هو فيه,Negative
مش عارف كيف الناس بتحبك يا زلمه؟,Negative
مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون,Negative
مش عارف ليه بيتحوله هما الى دواره عليك وكان نفسهم تكون معاهم فى الاول,Positive
مش فاهم عليك لانك صاير غير مفهوم,Negative
مش في محلوا,Negative
مش من بني ادم انتي من جنس الحيوانات,Negative
مشان الله حد يعمله هوشه بدنا نعطللنا شوي,Negative
مشاهد وسخه,Negative
مشتاقه لك شوق ماحسه الناس شوق يغطي معاليق الروح بضمي ترف دلع لهفه مشاعر واحساس ماابي غيرك ولاغيرك تراه همي,Positive
مطلوب نصيحه منك لكي نستحضر الخشوع,Positive
مع مرور والوقت  وزياده الالتزامات والمسؤوليات قد تنسى ما كنت تستمع,Negative
مع مين بتحكي بتول انشالله مع حالك,Negative
معايا زميل زميل يلعن المسخره كلهم مايستحون ذووولي,Negative
معتيه واضح انهم يمثلون,Negative
معظم اصحاب محطات الوقود وكالات الغاز متنفذين لقد زاد الغني غنى الفقير فقر,Negative
معك حق,Positive
معلم في حقيقه عمله هو مدرب يدرب طلاب على اكتساب المعرفه لا مجرد تلقيها,Positive
معلومه ممتازه,Positive
مفيش اجمل من ان الانسان يحافظ على كرامته,Positive
مفيش اكرم ولا ارحم من ربنا,Positive
مقاسك غير مناسب يا شريف مع نفسك,Negative
مقال رائع والله يهدي البنات يارب ويرجعهم للصواب,Positive
مقرف جدا هذا الشخص,Negative
ملاحظه الكبسه ما بتكهرب والله,Negative
ملحمه بالجامعه الاردنيه,Negative
ملعوب عليهم,Negative
ممرضه هايجه تمارس الجنس مع المريض,Negative
ممكن يكون احسن بالاخلاص,Positive
من اجل هذا تم قدوم ?? الف من الجيش الامريكي,Negative
من احبه الله حبب به خلقه,Positive
من اسرار النجاح المتواصل والثبات على القمه: العمل الدؤوب والانضباط بالمواعيد والاعمال والتفكير الايجابي,Positive
من المدرب مرورا بالمدافعين والوسط الى المهاجمين كلهم كانوا في اسوء حالاتهم,Negative
من الي ضاحك عليهم انو اصواتهم حلوه,Negative
"من اهم مشاكل التعليم الجامعي في الجامعات الرسميه الاردن، مشكله الاعداد حيث ان كل جامعه متجاوزه السقف الاستيعابي لها بالاف الطلاب",Negative
من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحه المياه اما كعلوم معرفه بالعلوم النوويه الطاقه فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا العناصر المشعه نظريه اينشتاين للطاقه نظريات الفيزياء الكميه البحث في عمر البروتون النيوترينو والكواركات واللبتونات وال  النظائر المشعه تفتيت الذره اشعه جاما بيتا الفا الراديوم البلوتونيوم البروتونات كافه النظريات بما فيها انواع المفاعلات النوويه تجارب الامم فيها مثل اليابان المانيا روسيا فرنسا امريكا للعلم فقط انها علوم نظريا سهله بسيطه يستطيع فهمها حتى الانسان ذو الخلفيه الرغبه العلميه على جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه نسير فيه بهذا الخصوص بموازنه المخاطر المكاسب بعدها على اساس النتيجه الفائده الواضحه يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا,Negative
من بغضه رب العالمين لن يحبه احد,Positive
من ترك شيئا لله عوضه الله خيرا منه,Positive
من ترك شيئا لله عوضه الله نورا وايمانا في قلبه,Positive
من توكل على الله يعانق قلبه النور الصفاء,Positive
من جد سوبر ابقار,Negative
من جد مجنون,Negative
من جد وجد و من سار على الدرب حصد,Positive
من دون التفاؤل ما في حياه,Positive
من رافق وافق,Positive
من زمان ما شفت مخلوقات فضائيه ,Negative
من ضحك عليك وحكالك صوتك حلو,Negative
من قلت الذوق هذه الافعال,Negative
من كانت له عزيمه لن يياس ومن بغي الاجر من الله ثابر  حياكم الله اخي مؤمن,Positive
من وين انجيب حرام عليكم,Negative
من يتقي الله يجعل له مخرجا,Positive
من يتوكل على الله فهو حسبه,Positive
من يستمتع برؤيه الناس في مواقف محرجه فهو سادي غير اصيل نفسه ضعيفه مريضه,Negative
من يوم شفتك حاطه صورتك غسلت يدي منك,Negative
منكو لله نحن لاقيين حق الخبز لحتى ترفعو البنزين صار الواحد يحب يخلص دراسه عشان ما يضل بلاردن لانو ما فيها اشي لا رواتب لا اشي جد بلد مش فقير بس كلو بوكل كلوالله ما بنلوم الحراميه هيك بلد,Negative
منيك ولك,Negative
مهزله التاريخ,Negative
مهزله ياعيب الشووم,Negative
مهو اصلا زي مشروع الباص السريع يلي استملكو عشانه شارع المحطه كامل ليسه بنسمع عنو ما شفنا,Negative
مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق,Negative
موضوع اكتر من رائع,Positive
مؤامره معروفه ضد الشرفاء في هذا البلد,Negative
مياعه وسئاله من عدوله والي معو,Negative
مين اللي ضاحك عليهم وقايل ان اصواتهم حلوه,Negative
مين بشار العاهه هاد الي بهدد  اي عند الجد والله للنساء والبنات تتطلعن قبل الرجال في هالحاله ونلعن ابو الساعه اللي طلعت بشار وغيره شو هالحكي  الاردن قوي بجيشه وقائده فعلا هززلت قال سوريا قال ولا النعامه او رقبه عاليه بدهها قص,Negative
مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفه,Negative
مين هاي الي بصوره وئدامها كورس,Negative
ن مقابله جلاله الملك عبدالله مع قناه سي بي اس الاميركيه . يؤرقني تامين فرص الحياه الكريمه لشباب الاردن و لن نسمح للارهاب بالعبث في الاردن,Negative
نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت,Negative
نار جهنم تاخدو,Negative
ناس تبي تتمصخر ماتدري شلون,Negative
ناس عزيزه المعزه لهم غير فيهم صفات الصالحين العليه,Positive
ناس مطفره من الاخر,Negative
ناقص و كذاب وما في مصداقيه,Negative
نت عايش خارج البلد عموما ان كان نقاشك فرد عضلات مافيه داعي اكمل حواري معك ,Negative
نتفق معك في ان الرجال يعرفون بالحق ولا يعرف الحق بالرجال,Negative
نجدد قلبنا بالايمان مع بعض,Positive
نحن بنتهاوش مع الكتب,Negative
نحن في الاردن نشاطر اخواننا في السعوديه احزانهم بوفاه الامير  سعود الفيصل وزير الخارجيه السعودي السابق انا لله وانا اليه راجعون,Negative
نحن في زمن يهان فيه المرء ويكرم فيه الكلب,Negative
نحن ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا بكره بذكركم سالوا الباص السريع الثقه معدومه القمح فاسد المصفاه مش حسب المواصفات الخضار الفواكه مواد كيماويه شوارع مش مصانه حفر مطبات الخ الافضل استغلال الطاقه الشمسيه او الريح او الماء ليس هروب من التطور انما الابتعاد عن الفشل الاكيد عبر التجارب,Negative
نحن نحبك في الله ندعو لك بظهر الغيب,Positive
نحن نرفض المفاعل النووي,Negative
نرجو من الله ان يتقبل صلاتنا رغم ما تمر به بلدنا من ازمه صار الواحد خايف على نفسه مستعجل بصلاته انا كلما صليت اعتبرها صلاه مودع فيخشع قلبي تدمع عيناي,Positive
نسال الله العفو العافيه,Positive
نسال الله تعالى ان تكون بحق ارحنا بها يا بلال ليس ارحنا منه,Positive
نسعى بكل همه وجهد للحصول على مصادر طاقه رخيصه تعزز من اقتصاد الاردن كون الطاقه تشكل ربع موازنه الدوله,Positive
نسمات انتعاش الفجر رحمات يظفر بها اهل النور التام الذين توسعت صدورهم بانشراح جماعه الفجر حيويه صبح يتنفس منتشيا مرحبا بكل مبادر للخير,Positive
نسيانك صعب اكيد,Negative
نشاطر اخوتنا في الاردن احزانهم على الاغتيال الوحشي للطيار  معاذ_الكساسبه داعين الله ان يكون من الشهداء و ان يسكنه فسيح جناته ,Negative
"نظام اقتصاد الاردن فقط لا يتبع اي نظام اقتصادي موضوع، لا اشتراكي ولا راسمالي ولا اسلامي ولا مختلط.",Negative
نعم احسنت واجبه على كل مسلم وحق لكل مسلم فتح الله عليكم,Positive
نعم اردنا غير قابل للتلاعب بارواح ابناءه,Negative
نعم الاخ و الصديق اخلاقك تدرس,Positive
نعم الاخ وما اطيب قلبه,Positive
نعم الصديق الوفى,Positive
"نعم الله علي اكثر من ان احصيها الهدايه ، الصحه، سلامهالقلب، ذكاء العقل، صفاء المشاعر ، سلامهالحواس، حفظ الاحباب اللهم لك الحمد",Positive
نعم الوقت يمر بسرعه,Positive
نعم فى البدايه كلهم اروع من الروعه,Positive
نعم لنجعل حب الله هو الغايه وربنا يسامح كل تائب,Positive
نعم مصر عايزه راجل مش واحد وسخ بيقرف,Negative
نعم والحمد لله,Positive
نفسي اروح عمره واشوف الكعبه,Positive
نفسي افهم من وين جاي يا ابن الكلب,Negative
نفسي يوم اكل وانا مش مستعجله,Negative
نفع الله بك يا دكتور,Positive
نقطه النهايه وداعا,Negative
نهارك اسود,Negative
نهارك طيب مبروك,Positive
نهايه مواطن طفران,Negative
نيله تنيلكم من وين جايبين هالحثانه,Negative
هات ناس تفهم والمثل بحكي اسال مجرب ولا تسال خبيير,Negative
هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل,Negative
هاد كلو كزب ياهبله والله,Negative
هادي الاخوه الصادقه,Positive
هاض بعرفو بس مقرف,Negative
هاض بني ادم حقير,Negative
هاكدا هو دين المحبه الصحيح بس للاسف الكثيرين يتبنوه حسب ما يشتهون,Positive
هالانسان مجنون لابس بدله رياضه وجاي يغني حتى لو صوتك زين اللبس عدل,Negative
هاي اخلاق خليلنا الحبيب,Positive
هاي نتيجه انه ينحط انسان في موقع مسؤوليه,Negative
هدا ماهو عقل هدا تخلوف,Negative
هذا الشخص هو انت يامصطفى,Positive
هذا اللى فالحين فيه العرب فقط الهبل التخلف,Negative
هذا اللي انت فالح فيه بس كيف تختار ضحاياك بالسرق جعل العاهه تصيبك ولاعاد تطيب منها ياولد الحرام,Negative
هذا اللي بالنص من لجنه الحكم مفكر نفسو وديع الصافي هو شقفه علاك,Negative
هذا انا واغني وانا بالحمام وانتوا بكرامه صوتي احلا من العاهات هذيل,Negative
هذا تشهير ملعون والدين المفروض ما يعرضونه,Negative
هذا سلامي يسبق البرق الطير فيه الحروف معطره بالتحيه,Positive
هذا صدق ولا مجنون ولا يستهبل وش القصه,Negative
هذا عدا عن عنصريتكم البغيضه وجلافتكم وعنجهيتكم الفارغه مع بقيه الشعوب,Negative
هذا لا يعني خلوها من الاشكال المصديه,Negative
هذا ليس مضحك بل مخزى يا للخزى العار,Negative
هذا معوق جنه جورج وسوف,Negative
هذا هو الحب الاصيل الوفي بكل معنى الوفاء,Positive
هذا هو الدين,Positive
هذا هو المهم,Positive
هذا واحد واطي ميمثل غير نفسه ,Negative
هذه البرامج اللي تخلف العاهات للفن الهابط فن اليومين هذا,Negative
هذه جزاء كل من يتطاول على رجال هذه الوطن العزيز,Positive
هذه رويدا عطيه يا الخبوول,Negative
هذه مشكله الذي يغني كثيرا في الحمام ويتصور انه اصبح مطرب,Negative
هذه من اقوال الرفيق المناضل,Positive
هذول مجانين اكيد ما بوافق مش هبله انا,Negative
هذول مخانيث,Negative
هذول مساجين ولا ايش,Negative
هع بدها بس تعلق التعليقات الزنخه,Negative
هع مش حلو,Negative
هكذا المسلمون,Positive
هل الثقه بالمشتركين الزياده لدرجه العمى او ان محيطهم يجاملهم بجمال صوتهم,Negative
هل تعلم ان المطر يتشكل اولا على هيئه بلورات ثلج داخل الغيوم يتحول الى قطرات ماء بعد ذوبانه هو في طريقه الى اليابسه,Positive
هل كلها صالحه للاستعمال ولا من اول استخدام تنفجر,Negative
هلا كففت عن قسوتك,Negative
هم اللي مصخرو انفسهم,Negative
هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى نحن شفنها,Negative
